what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520706656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520708933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520722888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520723004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520726107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520726212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336520742820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336520743218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336520743619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336520744116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520748912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520748995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336520750695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1336520752076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520764958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520765058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336520803410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336520804580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336520835274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336520840545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336520879387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336520883593
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336520886364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336520888174
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336520928682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336520929417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520931147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520937093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520938560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520949063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520951571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520980192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1336520980210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520982164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520982945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520983186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520985179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520990923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336520995804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521039258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521039905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521042946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336521045587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336521045949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521047007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521048465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521052699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521082997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521084014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521087593
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336521101556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521102373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521103193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521106028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521129337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521133381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521142467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521154294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521155229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521166445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521178890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521179592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521181866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521191942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521192506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521193825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336521203654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521210393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521216998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521272126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521304219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521323425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521325655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521326149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521328301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336521330087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521352161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521352724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336521370986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336521371217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521416044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521416613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521417285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521417585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521423441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521453812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521456497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521465274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521465839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521471343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521474639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521480486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521523365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521557532
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336521562614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521566105
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336521569951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336521570934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336521572737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524402288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524416006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524416658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524416940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524445697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336524620640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336524700709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572293848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572298309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572305602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572306275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572308762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572309336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572349321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572394694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572397776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572406816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572408503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572410193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572411417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336572419108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572419850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572429282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336572480302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572481338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572483833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336572503787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572504474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572507052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336572514343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572514840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572516896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336572525128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573042976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573061235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573062534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573063253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573063558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573070385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573071054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573072728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573091359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573100268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573103344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573104222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573107957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573114026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573115401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573119969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573124094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336573245338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336573249272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573265331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573312631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573428941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336573585773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336573586153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336573586529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573627667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573627958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573631743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573631851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573692010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573693212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573694146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573694365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573698973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573734357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573742135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573742800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573750434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573756201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573758182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573760076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573762109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573795172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573800532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573800634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336573801665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573802425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573808531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573821273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336573821930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574037293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574653669
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336574655388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336574659156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574676918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574685590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574690690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574692885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574705638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574705725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574706630
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336574711517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574733791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574741073
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336574743620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336574744678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336574745592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336574747632
